net_arbitrage_revenue,energy_capacity_rated,power_output_rated,state_of_health,state_of_charge_initial,state_of_charge_minimum,state_of_charge_maximum,self_discharge_rate,efficiency_charge,efficiency_discharge,rest_before_charge,rest_after_discharge
194360,1000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
325280,2000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
388720,2000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
433230,3000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
519640,3000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
583080,3000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
527960,4000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
650560,4000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
714000,4000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
777440,4000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
608250,5000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
758510,5000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
844920,5000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
908360,5000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
971800,5000,5000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
682270,6000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
866460,6000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
975840,6000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1039280,6000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1102720,6000,5000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1166160,6000,6000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
745120,7000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
961190,7000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1083790,7000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1170200,7000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1233640,7000,5000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1297080,7000,6000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1360520,7000,7000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
793320,8000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1055920,8000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1191740,8000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1301120,8000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1364560,8000,5000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1428000,8000,6000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1491440,8000,7000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1554880,8000,8000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
826360,9000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1136210,9000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1299690,9000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1409070,9000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1495480,9000,5000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1558920,9000,6000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1622360,9000,7000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1685800,9000,8000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1749240,9000,9000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
852040,10000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1216500,10000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1394420,10000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1517020,10000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1626400,10000,5000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1689840,10000,6000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1753280,10000,7000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1816720,10000,8000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1880160,10000,9000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1943600,10000,10000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
874570,11000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1290520,11000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1489150,11000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1624970,11000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1734350,11000,5000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1820760,11000,6000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1884200,11000,7000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
