net_arbitrage_revenue,energy_capacity_rated,power_output_rated,state_of_health,state_of_charge_initial,state_of_charge_minimum,state_of_charge_maximum,self_discharge_rate,efficiency_charge,efficiency_discharge,rest_before_charge,rest_after_discharge
835660,1000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1399310,2000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1671320,2000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1846280,3000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2234970,3000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2506980,3000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2251200,4000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2798620,4000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3070630,4000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3342640,4000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2613600,5000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3245590,5000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3634280,5000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3906290,5000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4178300,5000,5000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2893710,6000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3692560,6000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4197930,6000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4469940,6000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4741950,6000,5000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5013960,6000,6000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3147760,7000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4097480,7000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4644900,7000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5033590,7000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5305600,7000,5000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5577610,7000,6000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5849620,7000,7000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3382400,8000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4502400,8000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5091870,8000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5597240,8000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5869250,8000,5000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
6141260,8000,6000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
6413270,8000,7000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
6685280,8000,8000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3543330,9000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
