net_arbitrage_revenue,energy_capacity_rated,power_output_rated,state_of_health,state_of_charge_initial,state_of_charge_minimum,state_of_charge_maximum,self_discharge_rate,efficiency_charge,efficiency_discharge,rest_before_charge,rest_after_discharge
7239849,10000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
13078300,20000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
14479698,20000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
18262996,30000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
20491219,30000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
21719547,30000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
23025274,40000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
26156601,40000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
27812538,40000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
28959397,40000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
27019397,50000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
31440944,50000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
33661120,50000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
35122951,50000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
36199246,50000,50000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
29879058,60000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
36525992,60000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
39234902,60000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
40982439,60000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
42432106,60000,50000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
43439095,60000,60000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
31777434,70000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
41494264,70000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
44561741,70000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
46831021,70000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
48303757,70000,50000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
49741261,70000,60000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
50678945,70000,70000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
33273186,80000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
46050548,80000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
49761092,80000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
52313203,80000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
54152340,80000,50000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
55625076,80000,60000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
57050417,80000,70000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
57918794,80000,80000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
34465209,90000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
50489186,90000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
54788988,90000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
57682537,90000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
60000922,90000,50000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
61473658,90000,60000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
62936748,90000,70000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
64359572,90000,80000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
65158644,90000,90000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
35210810,100000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
54038794,100000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
59787722,100000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
62881888,100000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
65391504,100000,50000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
67322240,100000,60000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
68794977,100000,70000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
70245903,100000,80000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
71668727,100000,90000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
72398493,100000,100000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
7193848,10000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
13047557,20000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
14387696,20000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
