net_arbitrage_revenue,energy_capacity_rated,power_output_rated,state_of_health,state_of_charge_initial,state_of_charge_minimum,state_of_charge_maximum,self_discharge_rate,efficiency_charge,efficiency_discharge,rest_before_charge,rest_after_discharge
13828484,10000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
25300194,20000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
27656968,20000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
35378816,30000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
39387260,30000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
41485452,30000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
44364590,40000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
50600389,40000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
53314474,40000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
55313936,40000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
52060856,50000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
61021510,50000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
64847307,50000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
67241689,50000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
69142421,50000,50000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
57226632,60000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
70757633,60000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
75900584,60000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
78774521,60000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
81168903,60000,50000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
82970905,60000,60000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
60414606,70000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
80071393,70000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
86446686,70000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
90307353,70000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
92701735,70000,50000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
95096117,70000,60000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
96799389,70000,70000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
62577737,80000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
88729181,80000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
96617846,80000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
101200778,80000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
104234567,80000,50000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
106628949,80000,60000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
109023331,80000,70000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
110627873,80000,80000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
64005086,90000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
97270722,90000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
106136450,90000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
111871861,90000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
115767400,90000,50000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
118161782,90000,60000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
120556164,90000,70000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
122950546,90000,80000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
124456358,90000,90000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
65348150,100000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
104121712,100000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
115580196,100000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
122043021,100000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
126500973,100000,50000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
129694614,100000,60000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
132088996,100000,70000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
134483378,100000,80000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
136877760,100000,90000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
138284842,100000,100000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
13828484,10000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
25300194,20000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
27656968,20000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
35378583,30000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
39387260,30000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
41485452,30000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
44286664,40000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
50600389,40000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
53314474,40000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
55313936,40000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
51938641,50000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
61021510,50000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
64847307,50000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
67241689,50000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
69142421,50000,50000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
57094127,60000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
70757166,60000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
75900584,60000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
78774521,60000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
81168903,60000,50000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
82970905,60000,60000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
60279466,70000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
80070148,70000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
86446686,70000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
90307353,70000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
92701735,70000,50000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
95096117,70000,60000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
96799389,70000,70000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
62337497,80000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
88573328,80000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
96617846,80000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
101200778,80000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
104234567,80000,50000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
106628949,80000,60000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
109023331,80000,70000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
110627873,80000,80000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
63764846,90000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
97035472,90000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
106135750,90000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
111871861,90000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
115767400,90000,50000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
118161782,90000,60000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
120556164,90000,70000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
122950546,90000,80000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
124456358,90000,90000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
65107910,100000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
103877282,100000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
115578718,100000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
122043021,100000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
126500973,100000,50000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
129694614,100000,60000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
132088996,100000,70000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
134483378,100000,80000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
136877760,100000,90000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
138284842,100000,100000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1,1
13827674,10000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,2,2
25299384,20000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,2,2
27655348,20000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,2,2
