net_arbitrage_revenue,energy_capacity_rated,power_output_rated,state_of_health,state_of_charge_initial,state_of_charge_minimum,state_of_charge_maximum,self_discharge_rate,efficiency_charge,efficiency_discharge,rest_before_charge,rest_after_discharge
1189216,10000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
1993106,20000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
2378433,20000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
2541076,30000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
3246070,30000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
3567650,30000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
2764558,40000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
3986212,40000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
4481226,40000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
4756866,40000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
2933852,50000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
4660182,50000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
5256983,50000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
5716383,50000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
5946083,50000,50000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
3001136,60000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
5082152,60000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
5979318,60000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
6492140,60000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
6951540,60000,50000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
7135300,60000,60000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
3001136,70000,10000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
5341152,70000,20000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
6658388,70000,30000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
7267896,70000,40000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
7727296,70000,50000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
8186696,70000,60000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
8324516,70000,70000,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0,0
