net_arbitrage_revenue,energy_capacity_rated,power_output_rated,state_of_health,state_of_charge_initial,state_of_charge_minimum,state_of_charge_maximum,self_discharge_rate,efficiency_charge,efficiency_discharge,rest_before_charge,rest_after_discharge
604510,1000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
939630,2000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1209020,2000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1198830,3000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1544140,3000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1813530,3000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1411910,4000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1879260,4000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2148650,4000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2418040,4000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1594720,5000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2138460,5000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2483770,5000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2753160,5000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3022550,5000,5000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1746820,6000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2397660,6000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2818890,6000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3088280,6000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3357670,6000,5000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3627060,6000,6000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1871910,7000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2610740,7000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3078090,7000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3423400,7000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3692790,7000,5000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3962180,7000,6000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4231570,7000,7000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1972060,8000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2823820,8000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3337290,8000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3758520,8000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4027910,8000,5000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4297300,8000,6000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4566690,8000,7000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4836080,8000,8000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2049360,9000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3006630,9000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3596490,9000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4017720,9000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4363030,9000,5000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4632420,9000,6000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4901810,9000,7000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5171200,9000,8000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5440590,9000,9000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2109840,10000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3189440,10000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3809570,10000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4276920,10000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4698150,10000,5000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4967540,10000,6000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5236930,10000,7000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5506320,10000,8000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5775710,10000,9000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
6045100,10000,10000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2159150,11000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3341540,11000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4022650,11000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4536120,11000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4957350,11000,5000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5302660,11000,6000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5572050,11000,7000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5841440,11000,8000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
6110830,11000,9000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
6380220,11000,10000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
6649610,11000,11000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2207060,12000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3493640,12000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4235730,12000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4795320,12000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5216550,12000,5000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5637780,12000,6000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5907170,12000,7000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
6176560,12000,8000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
6445950,12000,9000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
6715340,12000,10000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
6984730,12000,11000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
7254120,12000,12000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2253610,13000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3618730,13000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4418540,13000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5008400,13000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5475750,13000,5000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5896980,13000,6000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
6242290,13000,7000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
6511680,13000,8000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
6781070,13000,9000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
7050460,13000,10000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
7319850,13000,11000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
7589240,13000,12000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
7858630,13000,13000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2299480,14000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3743820,14000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4601350,14000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5221480,14000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5734950,14000,5000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
6156180,14000,6000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
6577410,14000,7000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
6846800,14000,8000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
7116190,14000,9000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
7385580,14000,10000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
7654970,14000,11000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
7924360,14000,12000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
8193750,14000,13000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
8463140,14000,14000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2343510,15000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3843970,15000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4784160,15000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5434560,15000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5994150,15000,5000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
6415380,15000,6000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
6836610,15000,7000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
7181920,15000,8000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
7451310,15000,9000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
7720700,15000,10000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
7990090,15000,11000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
8259480,15000,12000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
8528870,15000,13000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
8798260,15000,14000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
9067650,15000,15000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2387360,16000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3944120,16000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4936260,16000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5647640,16000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
6207230,16000,5000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
6674580,16000,6000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
7095810,16000,7000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
7517040,16000,8000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
7786430,16000,9000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
8055820,16000,10000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
8325210,16000,11000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
8594600,16000,12000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
8863990,16000,13000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
9133380,16000,14000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
9402770,16000,15000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
9672160,16000,16000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2428830,17000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
4021420,17000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5088360,17000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
5830450,17000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
6420310,17000,5000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
6933780,17000,6000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
7355010,17000,7000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
7776240,17000,8000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
8121550,17000,9000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
8390940,17000,10000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
8660330,17000,11000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
8929720,17000,12000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
9199110,17000,13000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
9468500,17000,14000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
9737890,17000,15000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
10007280,17000,16000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
