net_arbitrage_revenue,energy_capacity_rated,power_output_rated,state_of_health,state_of_charge_initial,state_of_charge_minimum,state_of_charge_maximum,self_discharge_rate,efficiency_charge,efficiency_discharge,rest_before_charge,rest_after_discharge
407840,1000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
654180,2000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
815680,2000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
852010,3000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1062020,3000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1223520,3000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1016540,4000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1308360,4000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1469860,4000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1631360,4000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1154590,5000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1506190,5000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1716200,5000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1877700,5000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2039200,5000,5000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1256450,6000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1704020,6000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1962540,6000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2124040,6000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2285540,6000,5000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2447040,6000,6000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1341830,7000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1868550,7000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2160370,7000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2370380,7000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2531880,7000,5000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2693380,7000,6000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2854880,7000,7000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1400530,8000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2033080,8000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2358200,8000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2616720,8000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2778220,8000,5000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2939720,8000,6000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3101220,8000,7000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
3262720,8000,8000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
1452700,9000,1000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2171130,9000,2000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2556030,9000,3000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
2814550,9000,4000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
