energy_capacity_rated,power_output_rated,state_of_charge_minimum,state_of_charge_maximum,efficiency,rest,opex_yearly,capex
2000,1000,0.1,0.9,0.9110433579144299,3,4225610,1387493040
4000,1000,0.1,0.9,0.9110433579144299,1,7291510,2455012760
6000,1000,0.1,0.9,0.9110433579144299,0,9304340,3530397180
8000,1000,0.1,0.9,0.9110433579144299,0,11677080,4603968720
10000,1000,0.1,0.9,0.9110433579144299,0,14116470,5674047800
20000,10000,0.1,0.9,0.9110433579144299,3,37190700,12056185200
24000,1000,0.1,0.9,0.9110433579144299,0,31058900,13117999680
40000,10000,0.1,0.9,0.9110433579144299,1,61184700,21576204600
60000,10000,0.1,0.9,0.9110433579144299,0,84912100,31336563900
80000,10000,0.1,0.9,0.9110433579144299,0,108239599,40930698100
100000,1000,0.1,0.9,0.9110433579144299,0,120596510,52992082000
100000,10000,0.1,0.9,0.9110433579144299,0,131567099,50562689500
200000,100000,0.1,0.9,0.9110433579144299,3,341248000,112773133000
240000,10000,0.1,0.9,0.9110433579144299,0,292993400,117508882100
400000,100000,0.1,0.9,0.9110433579144299,1,569190999,198735637000
600000,100000,0.1,0.9,0.9110433579144299,0,794468000,287682728000
800000,100000,0.1,0.9,0.9110433579144299,0,1017079000,376347223000
1000000,10000,0.1,0.9,0.9110433579144299,0,1146113400,475828346500
1000000,100000,0.1,0.9,0.9110433579144299,0,1243689000,465306311000
