energy_capacity_rated,power_output_rated,state_of_charge_minimum,state_of_charge_maximum,efficiency,rest,opex_yearly,capex
2000,1000,0.1,0.9,0.9327379053088815,2,8211280,1245981760
4000,1000,0.1,0.9,0.848528137423857,1,19155210,2181801080
6000,1000,0.1,0.9,0.9,0,1679580,3084508680
8000,1000,0.1,0.9,0.8660254037844386,0,13369990,3871191960
10000,1000,0.1,0.9,0.8717797887081347,0,14116470,4931486820
20000,10000,0.1,0.9,0.8944271909999159,2,126635000,11394217400
24000,1000,0.1,0.9,0.8717797887081347,0,33165040,11231271480
40000,10000,0.1,0.9,0.8717797887081347,1,263800700,19673480400
60000,10000,0.1,0.9,0.9,0,198217100,28097773800
80000,10000,0.1,0.9,0.8717797887081347,0,132633500,37335730400
100000,1000,0.1,0.9,0.8717797887081347,0,73954840,44193002320
100000,10000,0.1,0.9,0.848528137423857,0,140231600,45342528200
240000,10000,0.1,0.9,0.848528137423857,0,330584000,109511815200
1000000,10000,0.1,0.9,0.8717797887081347,0,738482000,547836873200
