energy_capacity_rated,power_output_rated,state_of_charge_minimum,state_of_charge_maximum,efficiency,rest,opex_yearly,capex
2000,1000,0.1,0.9,0.9110433579144299,2,7744730,1536095880
4000,1000,0.1,0.9,0.8831760866327847,1,18048820,2530567200
6000,1000,0.1,0.9,0.8774964387392122,0,1586270,2928494360
8000,1000,0.1,0.9,0.8602325267042626,0,12610180,4333902920
10000,1000,0.1,0.9,0.8602325267042626,0,13316670,5590602000
20000,10000,0.1,0.9,0.8717797887081347,2,119436800,13783086700
24000,1000,0.1,0.9,0.8544003745317531,0,31272180,12705569480
40000,10000,0.1,0.9,0.8544003745317531,1,248604500,21928516500
60000,10000,0.1,0.9,0.8774964387392122,0,186886600,26683860700
80000,10000,0.1,0.9,0.8602325267042626,0,125035400,43991266100
100000,1000,0.1,0.9,0.8544003745317531,0,69729230,48785134000
100000,10000,0.1,0.9,0.8602325267042626,0,132100300,52856782500
240000,10000,0.1,0.9,0.8544003745317531,0,311655400,124452212500
1000000,10000,0.1,0.9,0.8544003745317531,0,696225899,538844588500
