energy_capacity_rated,power_output_rated,state_of_charge_minimum,state_of_charge_maximum,efficiency,rest,opex_yearly,capex
2000,1000,0.1,0.9,0.806225774829855,1,7531450,3081869340
4000,1000,0.1,0.9,0.806225774829855,0,10024160,4319613160
6000,1000,0.1,0.9,0.806225774829855,0,12530200,5742670640
8000,1000,0.1,0.9,0.806225774829855,0,15062900,6562518960
10000,1000,0.1,0.9,0.806225774829855,0,17582270,7477330200
20000,10000,0.1,0.9,0.806225774829855,1,64650500,27012045300
24000,1000,0.1,0.9,0.806225774829855,0,35297840,15603831400
40000,10000,0.1,0.9,0.806225774829855,0,88911100,38335880300
60000,10000,0.1,0.9,0.806225774829855,0,112905100,51036037800
80000,10000,0.1,0.9,0.806225774829855,0,136899100,58506436400
100000,1000,0.1,0.9,0.806225774829855,0,131407140,59855432400
100000,10000,0.1,0.9,0.806225774829855,0,170890600,67279176000
200000,100000,0.1,0.9,0.806225774829855,1,591852000,242367393000
240000,10000,0.1,0.9,0.806225774829855,0,329650900,141761617400
400000,100000,0.1,0.9,0.806225774829855,0,821128000,346506685000
600000,100000,0.1,0.9,0.806225774829855,0,1050404000,455964647000
800000,100000,0.1,0.9,0.806225774829855,0,1278347000,512699793000
1000000,10000,0.1,0.9,0.806225774829855,0,1245688500,546578921100
1000000,100000,0.1,0.9,0.806225774829855,0,1518287000,594825923000
