energy_capacity_rated,power_output_rated,state_of_charge_minimum,state_of_charge_maximum,efficiency,rest,opex_yearly,capex
2000,1000,0.21,0.79,0.8774964387392122,1,4745480,1252060240
4000,1000,0.16,0.84,0.8774964387392122,1,7331500,2172723350
6000,1000,0.12,0.88,0.8831760866327847,0,9890860,3104197090
8000,1000,0.1,0.9,0.8888194417315589,0,12436890,4035457550
10000,1000,0.1,0.9,0.8888194417315589,0,14942930,4944643530
20000,10000,0.21,0.79,0.8774964387392122,1,33591600,11401015700
24000,1000,0.1,0.9,0.8888194417315589,0,32378570,11307479090
40000,10000,0.16,0.84,0.8774964387392122,1,53453300,20124700900
60000,10000,0.12,0.88,0.8831760866327847,0,73181700,28967023100
80000,10000,0.11,0.89,0.8888194417315589,0,92510200,37748027300
100000,1000,0.1,0.9,0.8944271909999159,0,124408890,44805382520
100000,10000,0.1,0.9,0.8888194417315589,0,111838700,46484242700
200000,100000,0.21,0.79,0.8774964387392122,1,357244000,105878857000
240000,10000,0.1,0.9,0.8888194417315589,0,245405300,106786763300
400000,100000,0.16,0.84,0.8774964387392122,1,575856000,189215351000
600000,100000,0.12,0.88,0.8831760866327847,0,791802000,274036807000
800000,100000,0.11,0.89,0.8888194417315589,0,1006415000,356954739000
1000000,10000,0.1,0.9,0.8944271909999159,0,950962200,425649427700
1000000,100000,0.1,0.9,0.8888194417315589,0,1219695000,440147269000
