net_arbitrage_revenue,day_start,day_end,power_output_rated,energy_capacity_rated,state_of_health,state_of_charge_initial,state_of_charge_minimum,state_of_charge_maximum,self_discharge_rate,efficiency_charge,efficiency_discharge,rest_before_charge,rest_after_discharge,return_details
970348.0,20151201,20160101,1300,1400,1,0,0,1,0,1,1,0,0,False
1009862.0,20151201,20160101,1400,1400,1,0,0,1,0,1,1,0,0,False
884425.0,20151201,20160101,1000,1500,1,0,0,1,0,1,1,0,0,False
923939.0,20151201,20160101,1100,1500,1,0,0,1,0,1,1,0,0,False
963453.0,20151201,20160101,1200,1500,1,0,0,1,0,1,1,0,0,False
1002967.0,20151201,20160101,1300,1500,1,0,0,1,0,1,1,0,0,False
1042481.0,20151201,20160101,1400,1500,1,0,0,1,0,1,1,0,0,False
1081995.0,20151201,20160101,1500,1500,1,0,0,1,0,1,1,0,0,False
917044.0,20151201,20160101,1000,1600,1,0,0,1,0,1,1,0,0,False
956558.0,20151201,20160101,1100,1600,1,0,0,1,0,1,1,0,0,False
996072.0,20151201,20160101,1200,1600,1,0,0,1,0,1,1,0,0,False
1035586.0,20151201,20160101,1300,1600,1,0,0,1,0,1,1,0,0,False
1075100.0,20151201,20160101,1400,1600,1,0,0,1,0,1,1,0,0,False
1114614.0,20151201,20160101,1500,1600,1,0,0,1,0,1,1,0,0,False
1154128.0,20151201,20160101,1600,1600,1,0,0,1,0,1,1,0,0,False
949663.0,20151201,20160101,1000,1700,1,0,0,1,0,1,1,0,0,False
989177.0,20151201,20160101,1100,1700,1,0,0,1,0,1,1,0,0,False
1028691.0,20151201,20160101,1200,1700,1,0,0,1,0,1,1,0,0,False
1068205.0,20151201,20160101,1300,1700,1,0,0,1,0,1,1,0,0,False
1107719.0,20151201,20160101,1400,1700,1,0,0,1,0,1,1,0,0,False
1147233.0,20151201,20160101,1500,1700,1,0,0,1,0,1,1,0,0,False
1186747.0,20151201,20160101,1600,1700,1,0,0,1,0,1,1,0,0,False
1226261.0,20151201,20160101,1700,1700,1,0,0,1,0,1,1,0,0,False
982282.0,20151201,20160101,1000,1800,1,0,0,1,0,1,1,0,0,False
1021796.0,20151201,20160101,1100,1800,1,0,0,1,0,1,1,0,0,False
1061310.0,20151201,20160101,1200,1800,1,0,0,1,0,1,1,0,0,False
1100824.0,20151201,20160101,1300,1800,1,0,0,1,0,1,1,0,0,False
1140338.0,20151201,20160101,1400,1800,1,0,0,1,0,1,1,0,0,False
1179852.0,20151201,20160101,1500,1800,1,0,0,1,0,1,1,0,0,False
1219366.0,20151201,20160101,1600,1800,1,0,0,1,0,1,1,0,0,False
1258880.0,20151201,20160101,1700,1800,1,0,0,1,0,1,1,0,0,False
1298394.0,20151201,20160101,1800,1800,1,0,0,1,0,1,1,0,0,False
1014901.0,20151201,20160101,1000,1900,1,0,0,1,0,1,1,0,0,False
1054415.0,20151201,20160101,1100,1900,1,0,0,1,0,1,1,0,0,False
1093929.0,20151201,20160101,1200,1900,1,0,0,1,0,1,1,0,0,False
1133443.0,20151201,20160101,1300,1900,1,0,0,1,0,1,1,0,0,False
1172957.0,20151201,20160101,1400,1900,1,0,0,1,0,1,1,0,0,False
1212471.0,20151201,20160101,1500,1900,1,0,0,1,0,1,1,0,0,False
1251985.0,20151201,20160101,1600,1900,1,0,0,1,0,1,1,0,0,False
1291499.0,20151201,20160101,1700,1900,1,0,0,1,0,1,1,0,0,False
1331013.0,20151201,20160101,1800,1900,1,0,0,1,0,1,1,0,0,False
1370527.0,20151201,20160101,1900,1900,1,0,0,1,0,1,1,0,0,False
1047520.0,20151201,20160101,1000,2000,1,0,0,1,0,1,1,0,0,False
1087034.0,20151201,20160101,1100,2000,1,0,0,1,0,1,1,0,0,False
1126548.0,20151201,20160101,1200,2000,1,0,0,1,0,1,1,0,0,False
1166062.0,20151201,20160101,1300,2000,1,0,0,1,0,1,1,0,0,False
1205576.0,20151201,20160101,1400,2000,1,0,0,1,0,1,1,0,0,False
1245090.0,20151201,20160101,1500,2000,1,0,0,1,0,1,1,0,0,False
1284604.0,20151201,20160101,1600,2000,1,0,0,1,0,1,1,0,0,False
1324118.0,20151201,20160101,1700,2000,1,0,0,1,0,1,1,0,0,False
1363632.0,20151201,20160101,1800,2000,1,0,0,1,0,1,1,0,0,False
1403146.0,20151201,20160101,1900,2000,1,0,0,1,0,1,1,0,0,False
1442660.0,20151201,20160101,2000,2000,1,0,0,1,0,1,1,0,0,False
735830.0,20160101,20160201,1000,1000,1,0,0,1,0,1,1,0,0,False
777609.0,20160101,20160201,1000,1100,1,0,0,1,0,1,1,0,0,False
809413.0,20160101,20160201,1100,1100,1,0,0,1,0,1,1,0,0,False
819388.0,20160101,20160201,1000,1200,1,0,0,1,0,1,1,0,0,False
851192.0,20160101,20160201,1100,1200,1,0,0,1,0,1,1,0,0,False
882996.0,20160101,20160201,1200,1200,1,0,0,1,0,1,1,0,0,False
861167.0,20160101,20160201,1000,1300,1,0,0,1,0,1,1,0,0,False
892971.0,20160101,20160201,1100,1300,1,0,0,1,0,1,1,0,0,False
924775.0,20160101,20160201,1200,1300,1,0,0,1,0,1,1,0,0,False
956579.0,20160101,20160201,1300,1300,1,0,0,1,0,1,1,0,0,False
902946.0,20160101,20160201,1000,1400,1,0,0,1,0,1,1,0,0,False
934750.0,20160101,20160201,1100,1400,1,0,0,1,0,1,1,0,0,False
966554.0,20160101,20160201,1200,1400,1,0,0,1,0,1,1,0,0,False
998358.0,20160101,20160201,1300,1400,1,0,0,1,0,1,1,0,0,False
1030162.0,20160101,20160201,1400,1400,1,0,0,1,0,1,1,0,0,False
944725.0,20160101,20160201,1000,1500,1,0,0,1,0,1,1,0,0,False
976529.0,20160101,20160201,1100,1500,1,0,0,1,0,1,1,0,0,False
1008333.0,20160101,20160201,1200,1500,1,0,0,1,0,1,1,0,0,False
1040137.0,20160101,20160201,1300,1500,1,0,0,1,0,1,1,0,0,False
1071941.0,20160101,20160201,1400,1500,1,0,0,1,0,1,1,0,0,False
1103745.0,20160101,20160201,1500,1500,1,0,0,1,0,1,1,0,0,False
986504.0,20160101,20160201,1000,1600,1,0,0,1,0,1,1,0,0,False
1018308.0,20160101,20160201,1100,1600,1,0,0,1,0,1,1,0,0,False
1050112.0,20160101,20160201,1200,1600,1,0,0,1,0,1,1,0,0,False
1081916.0,20160101,20160201,1300,1600,1,0,0,1,0,1,1,0,0,False
1113720.0,20160101,20160201,1400,1600,1,0,0,1,0,1,1,0,0,False
1145524.0,20160101,20160201,1500,1600,1,0,0,1,0,1,1,0,0,False
1177328.0,20160101,20160201,1600,1600,1,0,0,1,0,1,1,0,0,False
1028283.0,20160101,20160201,1000,1700,1,0,0,1,0,1,1,0,0,False
1060087.0,20160101,20160201,1100,1700,1,0,0,1,0,1,1,0,0,False
1091891.0,20160101,20160201,1200,1700,1,0,0,1,0,1,1,0,0,False
1123695.0,20160101,20160201,1300,1700,1,0,0,1,0,1,1,0,0,False
1155499.0,20160101,20160201,1400,1700,1,0,0,1,0,1,1,0,0,False
1187303.0,20160101,20160201,1500,1700,1,0,0,1,0,1,1,0,0,False
1219107.0,20160101,20160201,1600,1700,1,0,0,1,0,1,1,0,0,False
1250911.0,20160101,20160201,1700,1700,1,0,0,1,0,1,1,0,0,False
1070062.0,20160101,20160201,1000,1800,1,0,0,1,0,1,1,0,0,False
1101866.0,20160101,20160201,1100,1800,1,0,0,1,0,1,1,0,0,False
1133670.0,20160101,20160201,1200,1800,1,0,0,1,0,1,1,0,0,False
1165474.0,20160101,20160201,1300,1800,1,0,0,1,0,1,1,0,0,False
1197278.0,20160101,20160201,1400,1800,1,0,0,1,0,1,1,0,0,False
1229082.0,20160101,20160201,1500,1800,1,0,0,1,0,1,1,0,0,False
1260886.0,20160101,20160201,1600,1800,1,0,0,1,0,1,1,0,0,False
1292690.0,20160101,20160201,1700,1800,1,0,0,1,0,1,1,0,0,False
1324494.0,20160101,20160201,1800,1800,1,0,0,1,0,1,1,0,0,False
1111841.0,20160101,20160201,1000,1900,1,0,0,1,0,1,1,0,0,False
1143645.0,20160101,20160201,1100,1900,1,0,0,1,0,1,1,0,0,False
1175449.0,20160101,20160201,1200,1900,1,0,0,1,0,1,1,0,0,False
1207253.0,20160101,20160201,1300,1900,1,0,0,1,0,1,1,0,0,False
1239057.0,20160101,20160201,1400,1900,1,0,0,1,0,1,1,0,0,False
1270861.0,20160101,20160201,1500,1900,1,0,0,1,0,1,1,0,0,False
1302665.0,20160101,20160201,1600,1900,1,0,0,1,0,1,1,0,0,False
1334469.0,20160101,20160201,1700,1900,1,0,0,1,0,1,1,0,0,False
1366273.0,20160101,20160201,1800,1900,1,0,0,1,0,1,1,0,0,False
1398077.0,20160101,20160201,1900,1900,1,0,0,1,0,1,1,0,0,False
1153620.0,20160101,20160201,1000,2000,1,0,0,1,0,1,1,0,0,False
1185424.0,20160101,20160201,1100,2000,1,0,0,1,0,1,1,0,0,False
1217228.0,20160101,20160201,1200,2000,1,0,0,1,0,1,1,0,0,False
1249032.0,20160101,20160201,1300,2000,1,0,0,1,0,1,1,0,0,False
1280836.0,20160101,20160201,1400,2000,1,0,0,1,0,1,1,0,0,False
1312640.0,20160101,20160201,1500,2000,1,0,0,1,0,1,1,0,0,False
1344444.0,20160101,20160201,1600,2000,1,0,0,1,0,1,1,0,0,False
1376248.0,20160101,20160201,1700,2000,1,0,0,1,0,1,1,0,0,False
1408052.0,20160101,20160201,1800,2000,1,0,0,1,0,1,1,0,0,False
1439856.0,20160101,20160201,1900,2000,1,0,0,1,0,1,1,0,0,False
1471660.0,20160101,20160201,2000,2000,1,0,0,1,0,1,1,0,0,False
488370.0,20160201,20160301,1000,1000,1,0,0,1,0,1,1,0,0,False
521466.0,20160201,20160301,1000,1100,1,0,0,1,0,1,1,0,0,False
537207.0,20160201,20160301,1100,1100,1,0,0,1,0,1,1,0,0,False
554562.0,20160201,20160301,1000,1200,1,0,0,1,0,1,1,0,0,False
570303.0,20160201,20160301,1100,1200,1,0,0,1,0,1,1,0,0,False
586044.0,20160201,20160301,1200,1200,1,0,0,1,0,1,1,0,0,False
587658.0,20160201,20160301,1000,1300,1,0,0,1,0,1,1,0,0,False
603399.0,20160201,20160301,1100,1300,1,0,0,1,0,1,1,0,0,False
619140.0,20160201,20160301,1200,1300,1,0,0,1,0,1,1,0,0,False
634881.0,20160201,20160301,1300,1300,1,0,0,1,0,1,1,0,0,False
620754.0,20160201,20160301,1000,1400,1,0,0,1,0,1,1,0,0,False
636495.0,20160201,20160301,1100,1400,1,0,0,1,0,1,1,0,0,False
652236.0,20160201,20160301,1200,1400,1,0,0,1,0,1,1,0,0,False
667977.0,20160201,20160301,1300,1400,1,0,0,1,0,1,1,0,0,False
683718.0,20160201,20160301,1400,1400,1,0,0,1,0,1,1,0,0,False
653850.0,20160201,20160301,1000,1500,1,0,0,1,0,1,1,0,0,False
669591.0,20160201,20160301,1100,1500,1,0,0,1,0,1,1,0,0,False
685332.0,20160201,20160301,1200,1500,1,0,0,1,0,1,1,0,0,False
701073.0,20160201,20160301,1300,1500,1,0,0,1,0,1,1,0,0,False
716814.0,20160201,20160301,1400,1500,1,0,0,1,0,1,1,0,0,False
732555.0,20160201,20160301,1500,1500,1,0,0,1,0,1,1,0,0,False
686946.0,20160201,20160301,1000,1600,1,0,0,1,0,1,1,0,0,False
702687.0,20160201,20160301,1100,1600,1,0,0,1,0,1,1,0,0,False
718428.0,20160201,20160301,1200,1600,1,0,0,1,0,1,1,0,0,False
734169.0,20160201,20160301,1300,1600,1,0,0,1,0,1,1,0,0,False
749910.0,20160201,20160301,1400,1600,1,0,0,1,0,1,1,0,0,False
765651.0,20160201,20160301,1500,1600,1,0,0,1,0,1,1,0,0,False
781392.0,20160201,20160301,1600,1600,1,0,0,1,0,1,1,0,0,False
720042.0,20160201,20160301,1000,1700,1,0,0,1,0,1,1,0,0,False
735783.0,20160201,20160301,1100,1700,1,0,0,1,0,1,1,0,0,False
751524.0,20160201,20160301,1200,1700,1,0,0,1,0,1,1,0,0,False
767265.0,20160201,20160301,1300,1700,1,0,0,1,0,1,1,0,0,False
783006.0,20160201,20160301,1400,1700,1,0,0,1,0,1,1,0,0,False
798747.0,20160201,20160301,1500,1700,1,0,0,1,0,1,1,0,0,False
814488.0,20160201,20160301,1600,1700,1,0,0,1,0,1,1,0,0,False
830229.0,20160201,20160301,1700,1700,1,0,0,1,0,1,1,0,0,False
753138.0,20160201,20160301,1000,1800,1,0,0,1,0,1,1,0,0,False
768879.0,20160201,20160301,1100,1800,1,0,0,1,0,1,1,0,0,False
784620.0,20160201,20160301,1200,1800,1,0,0,1,0,1,1,0,0,False
800361.0,20160201,20160301,1300,1800,1,0,0,1,0,1,1,0,0,False
816102.0,20160201,20160301,1400,1800,1,0,0,1,0,1,1,0,0,False
831843.0,20160201,20160301,1500,1800,1,0,0,1,0,1,1,0,0,False
847584.0,20160201,20160301,1600,1800,1,0,0,1,0,1,1,0,0,False
863325.0,20160201,20160301,1700,1800,1,0,0,1,0,1,1,0,0,False
879066.0,20160201,20160301,1800,1800,1,0,0,1,0,1,1,0,0,False
786234.0,20160201,20160301,1000,1900,1,0,0,1,0,1,1,0,0,False
801975.0,20160201,20160301,1100,1900,1,0,0,1,0,1,1,0,0,False
817716.0,20160201,20160301,1200,1900,1,0,0,1,0,1,1,0,0,False
833457.0,20160201,20160301,1300,1900,1,0,0,1,0,1,1,0,0,False
849198.0,20160201,20160301,1400,1900,1,0,0,1,0,1,1,0,0,False
864939.0,20160201,20160301,1500,1900,1,0,0,1,0,1,1,0,0,False
880680.0,20160201,20160301,1600,1900,1,0,0,1,0,1,1,0,0,False
896421.0,20160201,20160301,1700,1900,1,0,0,1,0,1,1,0,0,False
912162.0,20160201,20160301,1800,1900,1,0,0,1,0,1,1,0,0,False
927903.0,20160201,20160301,1900,1900,1,0,0,1,0,1,1,0,0,False
819330.0,20160201,20160301,1000,2000,1,0,0,1,0,1,1,0,0,False
835071.0,20160201,20160301,1100,2000,1,0,0,1,0,1,1,0,0,False
850812.0,20160201,20160301,1200,2000,1,0,0,1,0,1,1,0,0,False
866553.0,20160201,20160301,1300,2000,1,0,0,1,0,1,1,0,0,False
882294.0,20160201,20160301,1400,2000,1,0,0,1,0,1,1,0,0,False
898035.0,20160201,20160301,1500,2000,1,0,0,1,0,1,1,0,0,False
913776.0,20160201,20160301,1600,2000,1,0,0,1,0,1,1,0,0,False
929517.0,20160201,20160301,1700,2000,1,0,0,1,0,1,1,0,0,False
945258.0,20160201,20160301,1800,2000,1,0,0,1,0,1,1,0,0,False
960999.0,20160201,20160301,1900,2000,1,0,0,1,0,1,1,0,0,False
976740.0,20160201,20160301,2000,2000,1,0,0,1,0,1,1,0,0,False
265780.0,20160301,20160401,1000,1000,1,0,0,1,0,1,1,0,0,False
281740.0,20160301,20160401,1000,1100,1,0,0,1,0,1,1,0,0,False
292358.0,20160301,20160401,1100,1100,1,0,0,1,0,1,1,0,0,False
297700.0,20160301,20160401,1000,1200,1,0,0,1,0,1,1,0,0,False
308318.0,20160301,20160401,1100,1200,1,0,0,1,0,1,1,0,0,False
318936.0,20160301,20160401,1200,1200,1,0,0,1,0,1,1,0,0,False
313660.0,20160301,20160401,1000,1300,1,0,0,1,0,1,1,0,0,False
324278.0,20160301,20160401,1100,1300,1,0,0,1,0,1,1,0,0,False
334896.0,20160301,20160401,1200,1300,1,0,0,1,0,1,1,0,0,False
345514.0,20160301,20160401,1300,1300,1,0,0,1,0,1,1,0,0,False
329620.0,20160301,20160401,1000,1400,1,0,0,1,0,1,1,0,0,False
340238.0,20160301,20160401,1100,1400,1,0,0,1,0,1,1,0,0,False
350856.0,20160301,20160401,1200,1400,1,0,0,1,0,1,1,0,0,False
361474.0,20160301,20160401,1300,1400,1,0,0,1,0,1,1,0,0,False
372092.0,20160301,20160401,1400,1400,1,0,0,1,0,1,1,0,0,False
345580.0,20160301,20160401,1000,1500,1,0,0,1,0,1,1,0,0,False
356198.0,20160301,20160401,1100,1500,1,0,0,1,0,1,1,0,0,False
366816.0,20160301,20160401,1200,1500,1,0,0,1,0,1,1,0,0,False
377434.0,20160301,20160401,1300,1500,1,0,0,1,0,1,1,0,0,False
388052.0,20160301,20160401,1400,1500,1,0,0,1,0,1,1,0,0,False
398670.0,20160301,20160401,1500,1500,1,0,0,1,0,1,1,0,0,False
361540.0,20160301,20160401,1000,1600,1,0,0,1,0,1,1,0,0,False
372158.0,20160301,20160401,1100,1600,1,0,0,1,0,1,1,0,0,False
382776.0,20160301,20160401,1200,1600,1,0,0,1,0,1,1,0,0,False
393394.0,20160301,20160401,1300,1600,1,0,0,1,0,1,1,0,0,False
404012.0,20160301,20160401,1400,1600,1,0,0,1,0,1,1,0,0,False
414630.0,20160301,20160401,1500,1600,1,0,0,1,0,1,1,0,0,False
425248.0,20160301,20160401,1600,1600,1,0,0,1,0,1,1,0,0,False
377500.0,20160301,20160401,1000,1700,1,0,0,1,0,1,1,0,0,False
388118.0,20160301,20160401,1100,1700,1,0,0,1,0,1,1,0,0,False
398736.0,20160301,20160401,1200,1700,1,0,0,1,0,1,1,0,0,False
409354.0,20160301,20160401,1300,1700,1,0,0,1,0,1,1,0,0,False
419972.0,20160301,20160401,1400,1700,1,0,0,1,0,1,1,0,0,False
430590.0,20160301,20160401,1500,1700,1,0,0,1,0,1,1,0,0,False
441208.0,20160301,20160401,1600,1700,1,0,0,1,0,1,1,0,0,False
451826.0,20160301,20160401,1700,1700,1,0,0,1,0,1,1,0,0,False
393460.0,20160301,20160401,1000,1800,1,0,0,1,0,1,1,0,0,False
404078.0,20160301,20160401,1100,1800,1,0,0,1,0,1,1,0,0,False
414696.0,20160301,20160401,1200,1800,1,0,0,1,0,1,1,0,0,False
425314.0,20160301,20160401,1300,1800,1,0,0,1,0,1,1,0,0,False
435932.0,20160301,20160401,1400,1800,1,0,0,1,0,1,1,0,0,False
446550.0,20160301,20160401,1500,1800,1,0,0,1,0,1,1,0,0,False
457168.0,20160301,20160401,1600,1800,1,0,0,1,0,1,1,0,0,False
467786.0,20160301,20160401,1700,1800,1,0,0,1,0,1,1,0,0,False
478404.0,20160301,20160401,1800,1800,1,0,0,1,0,1,1,0,0,False
409420.0,20160301,20160401,1000,1900,1,0,0,1,0,1,1,0,0,False
420038.0,20160301,20160401,1100,1900,1,0,0,1,0,1,1,0,0,False
430656.0,20160301,20160401,1200,1900,1,0,0,1,0,1,1,0,0,False
441274.0,20160301,20160401,1300,1900,1,0,0,1,0,1,1,0,0,False
451892.0,20160301,20160401,1400,1900,1,0,0,1,0,1,1,0,0,False
462510.0,20160301,20160401,1500,1900,1,0,0,1,0,1,1,0,0,False
473128.0,20160301,20160401,1600,1900,1,0,0,1,0,1,1,0,0,False
483746.0,20160301,20160401,1700,1900,1,0,0,1,0,1,1,0,0,False
494364.0,20160301,20160401,1800,1900,1,0,0,1,0,1,1,0,0,False
504982.0,20160301,20160401,1900,1900,1,0,0,1,0,1,1,0,0,False
425380.0,20160301,20160401,1000,2000,1,0,0,1,0,1,1,0,0,False
435998.0,20160301,20160401,1100,2000,1,0,0,1,0,1,1,0,0,False
446616.0,20160301,20160401,1200,2000,1,0,0,1,0,1,1,0,0,False
457234.0,20160301,20160401,1300,2000,1,0,0,1,0,1,1,0,0,False
467852.0,20160301,20160401,1400,2000,1,0,0,1,0,1,1,0,0,False
478470.0,20160301,20160401,1500,2000,1,0,0,1,0,1,1,0,0,False
489088.0,20160301,20160401,1600,2000,1,0,0,1,0,1,1,0,0,False
499706.0,20160301,20160401,1700,2000,1,0,0,1,0,1,1,0,0,False
510324.0,20160301,20160401,1800,2000,1,0,0,1,0,1,1,0,0,False
520942.0,20160301,20160401,1900,2000,1,0,0,1,0,1,1,0,0,False
531560.0,20160301,20160401,2000,2000,1,0,0,1,0,1,1,0,0,False
684870.0,20160401,20160501,1000,1000,1,0,0,1,0,1,1,0,0,False
731110.0,20160401,20160501,1000,1100,1,0,0,1,0,1,1,0,0,False
753357.0,20160401,20160501,1100,1100,1,0,0,1,0,1,1,0,0,False
777350.0,20160401,20160501,1000,1200,1,0,0,1,0,1,1,0,0,False
799597.0,20160401,20160501,1100,1200,1,0,0,1,0,1,1,0,0,False
821844.0,20160401,20160501,1200,1200,1,0,0,1,0,1,1,0,0,False
823590.0,20160401,20160501,1000,1300,1,0,0,1,0,1,1,0,0,False
845837.0,20160401,20160501,1100,1300,1,0,0,1,0,1,1,0,0,False
868084.0,20160401,20160501,1200,1300,1,0,0,1,0,1,1,0,0,False
890331.0,20160401,20160501,1300,1300,1,0,0,1,0,1,1,0,0,False
869830.0,20160401,20160501,1000,1400,1,0,0,1,0,1,1,0,0,False
892077.0,20160401,20160501,1100,1400,1,0,0,1,0,1,1,0,0,False
914324.0,20160401,20160501,1200,1400,1,0,0,1,0,1,1,0,0,False
936571.0,20160401,20160501,1300,1400,1,0,0,1,0,1,1,0,0,False
958818.0,20160401,20160501,1400,1400,1,0,0,1,0,1,1,0,0,False
916070.0,20160401,20160501,1000,1500,1,0,0,1,0,1,1,0,0,False
938317.0,20160401,20160501,1100,1500,1,0,0,1,0,1,1,0,0,False
960564.0,20160401,20160501,1200,1500,1,0,0,1,0,1,1,0,0,False
982811.0,20160401,20160501,1300,1500,1,0,0,1,0,1,1,0,0,False
1005058.0,20160401,20160501,1400,1500,1,0,0,1,0,1,1,0,0,False
1027305.0,20160401,20160501,1500,1500,1,0,0,1,0,1,1,0,0,False
962310.0,20160401,20160501,1000,1600,1,0,0,1,0,1,1,0,0,False
984557.0,20160401,20160501,1100,1600,1,0,0,1,0,1,1,0,0,False
1006804.0,20160401,20160501,1200,1600,1,0,0,1,0,1,1,0,0,False
1029051.0,20160401,20160501,1300,1600,1,0,0,1,0,1,1,0,0,False
1051298.0,20160401,20160501,1400,1600,1,0,0,1,0,1,1,0,0,False
1073545.0,20160401,20160501,1500,1600,1,0,0,1,0,1,1,0,0,False
1095792.0,20160401,20160501,1600,1600,1,0,0,1,0,1,1,0,0,False
1008550.0,20160401,20160501,1000,1700,1,0,0,1,0,1,1,0,0,False
1030797.0,20160401,20160501,1100,1700,1,0,0,1,0,1,1,0,0,False
1053044.0,20160401,20160501,1200,1700,1,0,0,1,0,1,1,0,0,False
1075291.0,20160401,20160501,1300,1700,1,0,0,1,0,1,1,0,0,False
1097538.0,20160401,20160501,1400,1700,1,0,0,1,0,1,1,0,0,False
1119785.0,20160401,20160501,1500,1700,1,0,0,1,0,1,1,0,0,False
1142032.0,20160401,20160501,1600,1700,1,0,0,1,0,1,1,0,0,False
1164279.0,20160401,20160501,1700,1700,1,0,0,1,0,1,1,0,0,False
1054790.0,20160401,20160501,1000,1800,1,0,0,1,0,1,1,0,0,False
1077037.0,20160401,20160501,1100,1800,1,0,0,1,0,1,1,0,0,False
1099284.0,20160401,20160501,1200,1800,1,0,0,1,0,1,1,0,0,False
1121531.0,20160401,20160501,1300,1800,1,0,0,1,0,1,1,0,0,False
1143778.0,20160401,20160501,1400,1800,1,0,0,1,0,1,1,0,0,False
1166025.0,20160401,20160501,1500,1800,1,0,0,1,0,1,1,0,0,False
1188272.0,20160401,20160501,1600,1800,1,0,0,1,0,1,1,0,0,False
1210519.0,20160401,20160501,1700,1800,1,0,0,1,0,1,1,0,0,False
1232766.0,20160401,20160501,1800,1800,1,0,0,1,0,1,1,0,0,False
1101030.0,20160401,20160501,1000,1900,1,0,0,1,0,1,1,0,0,False
1123277.0,20160401,20160501,1100,1900,1,0,0,1,0,1,1,0,0,False
1145524.0,20160401,20160501,1200,1900,1,0,0,1,0,1,1,0,0,False
1167771.0,20160401,20160501,1300,1900,1,0,0,1,0,1,1,0,0,False
1190018.0,20160401,20160501,1400,1900,1,0,0,1,0,1,1,0,0,False
1212265.0,20160401,20160501,1500,1900,1,0,0,1,0,1,1,0,0,False
1234512.0,20160401,20160501,1600,1900,1,0,0,1,0,1,1,0,0,False
1256759.0,20160401,20160501,1700,1900,1,0,0,1,0,1,1,0,0,False
1279006.0,20160401,20160501,1800,1900,1,0,0,1,0,1,1,0,0,False
1301253.0,20160401,20160501,1900,1900,1,0,0,1,0,1,1,0,0,False
1147270.0,20160401,20160501,1000,2000,1,0,0,1,0,1,1,0,0,False
1169517.0,20160401,20160501,1100,2000,1,0,0,1,0,1,1,0,0,False
1191764.0,20160401,20160501,1200,2000,1,0,0,1,0,1,1,0,0,False
1214011.0,20160401,20160501,1300,2000,1,0,0,1,0,1,1,0,0,False
1236258.0,20160401,20160501,1400,2000,1,0,0,1,0,1,1,0,0,False
1258505.0,20160401,20160501,1500,2000,1,0,0,1,0,1,1,0,0,False
1280752.0,20160401,20160501,1600,2000,1,0,0,1,0,1,1,0,0,False
1302999.0,20160401,20160501,1700,2000,1,0,0,1,0,1,1,0,0,False
1325246.0,20160401,20160501,1800,2000,1,0,0,1,0,1,1,0,0,False
1347493.0,20160401,20160501,1900,2000,1,0,0,1,0,1,1,0,0,False
1369740.0,20160401,20160501,2000,2000,1,0,0,1,0,1,1,0,0,False
366140.0,20160501,20160601,1000,1000,1,0,0,1,0,1,1,0,0,False
392808.0,20160501,20160601,1000,1100,1,0,0,1,0,1,1,0,0,False
402754.0,20160501,20160601,1100,1100,1,0,0,1,0,1,1,0,0,False
419476.0,20160501,20160601,1000,1200,1,0,0,1,0,1,1,0,0,False
429422.0,20160501,20160601,1100,1200,1,0,0,1,0,1,1,0,0,False
439368.0,20160501,20160601,1200,1200,1,0,0,1,0,1,1,0,0,False
446144.0,20160501,20160601,1000,1300,1,0,0,1,0,1,1,0,0,False
456090.0,20160501,20160601,1100,1300,1,0,0,1,0,1,1,0,0,False
466036.0,20160501,20160601,1200,1300,1,0,0,1,0,1,1,0,0,False
475982.0,20160501,20160601,1300,1300,1,0,0,1,0,1,1,0,0,False
472812.0,20160501,20160601,1000,1400,1,0,0,1,0,1,1,0,0,False
482758.0,20160501,20160601,1100,1400,1,0,0,1,0,1,1,0,0,False
492704.0,20160501,20160601,1200,1400,1,0,0,1,0,1,1,0,0,False
502650.0,20160501,20160601,1300,1400,1,0,0,1,0,1,1,0,0,False
512596.0,20160501,20160601,1400,1400,1,0,0,1,0,1,1,0,0,False
499480.0,20160501,20160601,1000,1500,1,0,0,1,0,1,1,0,0,False
509426.0,20160501,20160601,1100,1500,1,0,0,1,0,1,1,0,0,False
519372.0,20160501,20160601,1200,1500,1,0,0,1,0,1,1,0,0,False
529318.0,20160501,20160601,1300,1500,1,0,0,1,0,1,1,0,0,False
539264.0,20160501,20160601,1400,1500,1,0,0,1,0,1,1,0,0,False
549210.0,20160501,20160601,1500,1500,1,0,0,1,0,1,1,0,0,False
526148.0,20160501,20160601,1000,1600,1,0,0,1,0,1,1,0,0,False
536094.0,20160501,20160601,1100,1600,1,0,0,1,0,1,1,0,0,False
546040.0,20160501,20160601,1200,1600,1,0,0,1,0,1,1,0,0,False
555986.0,20160501,20160601,1300,1600,1,0,0,1,0,1,1,0,0,False
565932.0,20160501,20160601,1400,1600,1,0,0,1,0,1,1,0,0,False
575878.0,20160501,20160601,1500,1600,1,0,0,1,0,1,1,0,0,False
585824.0,20160501,20160601,1600,1600,1,0,0,1,0,1,1,0,0,False
552816.0,20160501,20160601,1000,1700,1,0,0,1,0,1,1,0,0,False
562762.0,20160501,20160601,1100,1700,1,0,0,1,0,1,1,0,0,False
572708.0,20160501,20160601,1200,1700,1,0,0,1,0,1,1,0,0,False
582654.0,20160501,20160601,1300,1700,1,0,0,1,0,1,1,0,0,False
592600.0,20160501,20160601,1400,1700,1,0,0,1,0,1,1,0,0,False
602546.0,20160501,20160601,1500,1700,1,0,0,1,0,1,1,0,0,False
612492.0,20160501,20160601,1600,1700,1,0,0,1,0,1,1,0,0,False
