net_arbitrage_revenue,day_start,day_end,power_output_rated,energy_capacity_rated,state_of_health,state_of_charge_initial,state_of_charge_minimum,state_of_charge_maximum,self_discharge_rate,efficiency_charge,efficiency_discharge,rest_before_charge,rest_after_discharge,return_details
622438.0,20160501,20160601,1700,1700,1,0,0,1,0,1,1,0,0,False
579484.0,20160501,20160601,1000,1800,1,0,0,1,0,1,1,0,0,False
589430.0,20160501,20160601,1100,1800,1,0,0,1,0,1,1,0,0,False
599376.0,20160501,20160601,1200,1800,1,0,0,1,0,1,1,0,0,False
609322.0,20160501,20160601,1300,1800,1,0,0,1,0,1,1,0,0,False
619268.0,20160501,20160601,1400,1800,1,0,0,1,0,1,1,0,0,False
629214.0,20160501,20160601,1500,1800,1,0,0,1,0,1,1,0,0,False
639160.0,20160501,20160601,1600,1800,1,0,0,1,0,1,1,0,0,False
649106.0,20160501,20160601,1700,1800,1,0,0,1,0,1,1,0,0,False
659052.0,20160501,20160601,1800,1800,1,0,0,1,0,1,1,0,0,False
606152.0,20160501,20160601,1000,1900,1,0,0,1,0,1,1,0,0,False
616098.0,20160501,20160601,1100,1900,1,0,0,1,0,1,1,0,0,False
626044.0,20160501,20160601,1200,1900,1,0,0,1,0,1,1,0,0,False
635990.0,20160501,20160601,1300,1900,1,0,0,1,0,1,1,0,0,False
645936.0,20160501,20160601,1400,1900,1,0,0,1,0,1,1,0,0,False
655882.0,20160501,20160601,1500,1900,1,0,0,1,0,1,1,0,0,False
665828.0,20160501,20160601,1600,1900,1,0,0,1,0,1,1,0,0,False
675774.0,20160501,20160601,1700,1900,1,0,0,1,0,1,1,0,0,False
685720.0,20160501,20160601,1800,1900,1,0,0,1,0,1,1,0,0,False
695666.0,20160501,20160601,1900,1900,1,0,0,1,0,1,1,0,0,False
632820.0,20160501,20160601,1000,2000,1,0,0,1,0,1,1,0,0,False
642766.0,20160501,20160601,1100,2000,1,0,0,1,0,1,1,0,0,False
652712.0,20160501,20160601,1200,2000,1,0,0,1,0,1,1,0,0,False
662658.0,20160501,20160601,1300,2000,1,0,0,1,0,1,1,0,0,False
672604.0,20160501,20160601,1400,2000,1,0,0,1,0,1,1,0,0,False
682550.0,20160501,20160601,1500,2000,1,0,0,1,0,1,1,0,0,False
692496.0,20160501,20160601,1600,2000,1,0,0,1,0,1,1,0,0,False
702442.0,20160501,20160601,1700,2000,1,0,0,1,0,1,1,0,0,False
712388.0,20160501,20160601,1800,2000,1,0,0,1,0,1,1,0,0,False
722334.0,20160501,20160601,1900,2000,1,0,0,1,0,1,1,0,0,False
732280.0,20160501,20160601,2000,2000,1,0,0,1,0,1,1,0,0,False
263350.0,20160601,20160701,1000,1000,1,0,0,1,0,1,1,0,0,False
284857.0,20160601,20160701,1000,1100,1,0,0,1,0,1,1,0,0,False
289685.0,20160601,20160701,1100,1100,1,0,0,1,0,1,1,0,0,False
306364.0,20160601,20160701,1000,1200,1,0,0,1,0,1,1,0,0,False
311192.0,20160601,20160701,1100,1200,1,0,0,1,0,1,1,0,0,False
316020.0,20160601,20160701,1200,1200,1,0,0,1,0,1,1,0,0,False
327871.0,20160601,20160701,1000,1300,1,0,0,1,0,1,1,0,0,False
332699.0,20160601,20160701,1100,1300,1,0,0,1,0,1,1,0,0,False
337527.0,20160601,20160701,1200,1300,1,0,0,1,0,1,1,0,0,False
342355.0,20160601,20160701,1300,1300,1,0,0,1,0,1,1,0,0,False
349378.0,20160601,20160701,1000,1400,1,0,0,1,0,1,1,0,0,False
354206.0,20160601,20160701,1100,1400,1,0,0,1,0,1,1,0,0,False
359034.0,20160601,20160701,1200,1400,1,0,0,1,0,1,1,0,0,False
363862.0,20160601,20160701,1300,1400,1,0,0,1,0,1,1,0,0,False
368690.0,20160601,20160701,1400,1400,1,0,0,1,0,1,1,0,0,False
370885.0,20160601,20160701,1000,1500,1,0,0,1,0,1,1,0,0,False
375713.0,20160601,20160701,1100,1500,1,0,0,1,0,1,1,0,0,False
380541.0,20160601,20160701,1200,1500,1,0,0,1,0,1,1,0,0,False
385369.0,20160601,20160701,1300,1500,1,0,0,1,0,1,1,0,0,False
390197.0,20160601,20160701,1400,1500,1,0,0,1,0,1,1,0,0,False
395025.0,20160601,20160701,1500,1500,1,0,0,1,0,1,1,0,0,False
392392.0,20160601,20160701,1000,1600,1,0,0,1,0,1,1,0,0,False
397220.0,20160601,20160701,1100,1600,1,0,0,1,0,1,1,0,0,False
402048.0,20160601,20160701,1200,1600,1,0,0,1,0,1,1,0,0,False
406876.0,20160601,20160701,1300,1600,1,0,0,1,0,1,1,0,0,False
411704.0,20160601,20160701,1400,1600,1,0,0,1,0,1,1,0,0,False
416532.0,20160601,20160701,1500,1600,1,0,0,1,0,1,1,0,0,False
421360.0,20160601,20160701,1600,1600,1,0,0,1,0,1,1,0,0,False
413899.0,20160601,20160701,1000,1700,1,0,0,1,0,1,1,0,0,False
418727.0,20160601,20160701,1100,1700,1,0,0,1,0,1,1,0,0,False
423555.0,20160601,20160701,1200,1700,1,0,0,1,0,1,1,0,0,False
428383.0,20160601,20160701,1300,1700,1,0,0,1,0,1,1,0,0,False
433211.0,20160601,20160701,1400,1700,1,0,0,1,0,1,1,0,0,False
438039.0,20160601,20160701,1500,1700,1,0,0,1,0,1,1,0,0,False
442867.0,20160601,20160701,1600,1700,1,0,0,1,0,1,1,0,0,False
447695.0,20160601,20160701,1700,1700,1,0,0,1,0,1,1,0,0,False
435406.0,20160601,20160701,1000,1800,1,0,0,1,0,1,1,0,0,False
440234.0,20160601,20160701,1100,1800,1,0,0,1,0,1,1,0,0,False
445062.0,20160601,20160701,1200,1800,1,0,0,1,0,1,1,0,0,False
449890.0,20160601,20160701,1300,1800,1,0,0,1,0,1,1,0,0,False
454718.0,20160601,20160701,1400,1800,1,0,0,1,0,1,1,0,0,False
459546.0,20160601,20160701,1500,1800,1,0,0,1,0,1,1,0,0,False
464374.0,20160601,20160701,1600,1800,1,0,0,1,0,1,1,0,0,False
469202.0,20160601,20160701,1700,1800,1,0,0,1,0,1,1,0,0,False
474030.0,20160601,20160701,1800,1800,1,0,0,1,0,1,1,0,0,False
456913.0,20160601,20160701,1000,1900,1,0,0,1,0,1,1,0,0,False
461741.0,20160601,20160701,1100,1900,1,0,0,1,0,1,1,0,0,False
466569.0,20160601,20160701,1200,1900,1,0,0,1,0,1,1,0,0,False
471397.0,20160601,20160701,1300,1900,1,0,0,1,0,1,1,0,0,False
476225.0,20160601,20160701,1400,1900,1,0,0,1,0,1,1,0,0,False
481053.0,20160601,20160701,1500,1900,1,0,0,1,0,1,1,0,0,False
485881.0,20160601,20160701,1600,1900,1,0,0,1,0,1,1,0,0,False
490709.0,20160601,20160701,1700,1900,1,0,0,1,0,1,1,0,0,False
495537.0,20160601,20160701,1800,1900,1,0,0,1,0,1,1,0,0,False
500365.0,20160601,20160701,1900,1900,1,0,0,1,0,1,1,0,0,False
478420.0,20160601,20160701,1000,2000,1,0,0,1,0,1,1,0,0,False
483248.0,20160601,20160701,1100,2000,1,0,0,1,0,1,1,0,0,False
488076.0,20160601,20160701,1200,2000,1,0,0,1,0,1,1,0,0,False
492904.0,20160601,20160701,1300,2000,1,0,0,1,0,1,1,0,0,False
497732.0,20160601,20160701,1400,2000,1,0,0,1,0,1,1,0,0,False
502560.0,20160601,20160701,1500,2000,1,0,0,1,0,1,1,0,0,False
507388.0,20160601,20160701,1600,2000,1,0,0,1,0,1,1,0,0,False
512216.0,20160601,20160701,1700,2000,1,0,0,1,0,1,1,0,0,False
517044.0,20160601,20160701,1800,2000,1,0,0,1,0,1,1,0,0,False
521872.0,20160601,20160701,1900,2000,1,0,0,1,0,1,1,0,0,False
526700.0,20160601,20160701,2000,2000,1,0,0,1,0,1,1,0,0,False
398170.0,20160701,20160801,1000,1000,1,0,0,1,0,1,1,0,0,False
435703.0,20160701,20160801,1000,1100,1,0,0,1,0,1,1,0,0,False
437987.0,20160701,20160801,1100,1100,1,0,0,1,0,1,1,0,0,False
473236.0,20160701,20160801,1000,1200,1,0,0,1,0,1,1,0,0,False
475520.0,20160701,20160801,1100,1200,1,0,0,1,0,1,1,0,0,False
477804.0,20160701,20160801,1200,1200,1,0,0,1,0,1,1,0,0,False
510769.0,20160701,20160801,1000,1300,1,0,0,1,0,1,1,0,0,False
513053.0,20160701,20160801,1100,1300,1,0,0,1,0,1,1,0,0,False
515337.0,20160701,20160801,1200,1300,1,0,0,1,0,1,1,0,0,False
517621.0,20160701,20160801,1300,1300,1,0,0,1,0,1,1,0,0,False
548302.0,20160701,20160801,1000,1400,1,0,0,1,0,1,1,0,0,False
550586.0,20160701,20160801,1100,1400,1,0,0,1,0,1,1,0,0,False
552870.0,20160701,20160801,1200,1400,1,0,0,1,0,1,1,0,0,False
555154.0,20160701,20160801,1300,1400,1,0,0,1,0,1,1,0,0,False
557438.0,20160701,20160801,1400,1400,1,0,0,1,0,1,1,0,0,False
585835.0,20160701,20160801,1000,1500,1,0,0,1,0,1,1,0,0,False
588119.0,20160701,20160801,1100,1500,1,0,0,1,0,1,1,0,0,False
590403.0,20160701,20160801,1200,1500,1,0,0,1,0,1,1,0,0,False
592687.0,20160701,20160801,1300,1500,1,0,0,1,0,1,1,0,0,False
594971.0,20160701,20160801,1400,1500,1,0,0,1,0,1,1,0,0,False
597255.0,20160701,20160801,1500,1500,1,0,0,1,0,1,1,0,0,False
623368.0,20160701,20160801,1000,1600,1,0,0,1,0,1,1,0,0,False
625652.0,20160701,20160801,1100,1600,1,0,0,1,0,1,1,0,0,False
627936.0,20160701,20160801,1200,1600,1,0,0,1,0,1,1,0,0,False
630220.0,20160701,20160801,1300,1600,1,0,0,1,0,1,1,0,0,False
632504.0,20160701,20160801,1400,1600,1,0,0,1,0,1,1,0,0,False
634788.0,20160701,20160801,1500,1600,1,0,0,1,0,1,1,0,0,False
637072.0,20160701,20160801,1600,1600,1,0,0,1,0,1,1,0,0,False
660901.0,20160701,20160801,1000,1700,1,0,0,1,0,1,1,0,0,False
663185.0,20160701,20160801,1100,1700,1,0,0,1,0,1,1,0,0,False
665469.0,20160701,20160801,1200,1700,1,0,0,1,0,1,1,0,0,False
667753.0,20160701,20160801,1300,1700,1,0,0,1,0,1,1,0,0,False
670037.0,20160701,20160801,1400,1700,1,0,0,1,0,1,1,0,0,False
672321.0,20160701,20160801,1500,1700,1,0,0,1,0,1,1,0,0,False
674605.0,20160701,20160801,1600,1700,1,0,0,1,0,1,1,0,0,False
676889.0,20160701,20160801,1700,1700,1,0,0,1,0,1,1,0,0,False
698434.0,20160701,20160801,1000,1800,1,0,0,1,0,1,1,0,0,False
700718.0,20160701,20160801,1100,1800,1,0,0,1,0,1,1,0,0,False
703002.0,20160701,20160801,1200,1800,1,0,0,1,0,1,1,0,0,False
705286.0,20160701,20160801,1300,1800,1,0,0,1,0,1,1,0,0,False
707570.0,20160701,20160801,1400,1800,1,0,0,1,0,1,1,0,0,False
709854.0,20160701,20160801,1500,1800,1,0,0,1,0,1,1,0,0,False
712138.0,20160701,20160801,1600,1800,1,0,0,1,0,1,1,0,0,False
714422.0,20160701,20160801,1700,1800,1,0,0,1,0,1,1,0,0,False
716706.0,20160701,20160801,1800,1800,1,0,0,1,0,1,1,0,0,False
735967.0,20160701,20160801,1000,1900,1,0,0,1,0,1,1,0,0,False
738251.0,20160701,20160801,1100,1900,1,0,0,1,0,1,1,0,0,False
740535.0,20160701,20160801,1200,1900,1,0,0,1,0,1,1,0,0,False
742819.0,20160701,20160801,1300,1900,1,0,0,1,0,1,1,0,0,False
745103.0,20160701,20160801,1400,1900,1,0,0,1,0,1,1,0,0,False
747387.0,20160701,20160801,1500,1900,1,0,0,1,0,1,1,0,0,False
749671.0,20160701,20160801,1600,1900,1,0,0,1,0,1,1,0,0,False
751955.0,20160701,20160801,1700,1900,1,0,0,1,0,1,1,0,0,False
754239.0,20160701,20160801,1800,1900,1,0,0,1,0,1,1,0,0,False
756523.0,20160701,20160801,1900,1900,1,0,0,1,0,1,1,0,0,False
773500.0,20160701,20160801,1000,2000,1,0,0,1,0,1,1,0,0,False
775784.0,20160701,20160801,1100,2000,1,0,0,1,0,1,1,0,0,False
778068.0,20160701,20160801,1200,2000,1,0,0,1,0,1,1,0,0,False
780352.0,20160701,20160801,1300,2000,1,0,0,1,0,1,1,0,0,False
782636.0,20160701,20160801,1400,2000,1,0,0,1,0,1,1,0,0,False
784920.0,20160701,20160801,1500,2000,1,0,0,1,0,1,1,0,0,False
787204.0,20160701,20160801,1600,2000,1,0,0,1,0,1,1,0,0,False
789488.0,20160701,20160801,1700,2000,1,0,0,1,0,1,1,0,0,False
791772.0,20160701,20160801,1800,2000,1,0,0,1,0,1,1,0,0,False
794056.0,20160701,20160801,1900,2000,1,0,0,1,0,1,1,0,0,False
796340.0,20160701,20160801,2000,2000,1,0,0,1,0,1,1,0,0,False
344710.0,20160801,20160901,1000,1000,1,0,0,1,0,1,1,0,0,False
375212.0,20160801,20160901,1000,1100,1,0,0,1,0,1,1,0,0,False
379181.0,20160801,20160901,1100,1100,1,0,0,1,0,1,1,0,0,False
405714.0,20160801,20160901,1000,1200,1,0,0,1,0,1,1,0,0,False
409683.0,20160801,20160901,1100,1200,1,0,0,1,0,1,1,0,0,False
413652.0,20160801,20160901,1200,1200,1,0,0,1,0,1,1,0,0,False
436216.0,20160801,20160901,1000,1300,1,0,0,1,0,1,1,0,0,False
440185.0,20160801,20160901,1100,1300,1,0,0,1,0,1,1,0,0,False
444154.0,20160801,20160901,1200,1300,1,0,0,1,0,1,1,0,0,False
448123.0,20160801,20160901,1300,1300,1,0,0,1,0,1,1,0,0,False
466718.0,20160801,20160901,1000,1400,1,0,0,1,0,1,1,0,0,False
470687.0,20160801,20160901,1100,1400,1,0,0,1,0,1,1,0,0,False
474656.0,20160801,20160901,1200,1400,1,0,0,1,0,1,1,0,0,False
478625.0,20160801,20160901,1300,1400,1,0,0,1,0,1,1,0,0,False
482594.0,20160801,20160901,1400,1400,1,0,0,1,0,1,1,0,0,False
497220.0,20160801,20160901,1000,1500,1,0,0,1,0,1,1,0,0,False
501189.0,20160801,20160901,1100,1500,1,0,0,1,0,1,1,0,0,False
505158.0,20160801,20160901,1200,1500,1,0,0,1,0,1,1,0,0,False
509127.0,20160801,20160901,1300,1500,1,0,0,1,0,1,1,0,0,False
513096.0,20160801,20160901,1400,1500,1,0,0,1,0,1,1,0,0,False
517065.0,20160801,20160901,1500,1500,1,0,0,1,0,1,1,0,0,False
527722.0,20160801,20160901,1000,1600,1,0,0,1,0,1,1,0,0,False
531691.0,20160801,20160901,1100,1600,1,0,0,1,0,1,1,0,0,False
535660.0,20160801,20160901,1200,1600,1,0,0,1,0,1,1,0,0,False
539629.0,20160801,20160901,1300,1600,1,0,0,1,0,1,1,0,0,False
543598.0,20160801,20160901,1400,1600,1,0,0,1,0,1,1,0,0,False
547567.0,20160801,20160901,1500,1600,1,0,0,1,0,1,1,0,0,False
551536.0,20160801,20160901,1600,1600,1,0,0,1,0,1,1,0,0,False
558224.0,20160801,20160901,1000,1700,1,0,0,1,0,1,1,0,0,False
562193.0,20160801,20160901,1100,1700,1,0,0,1,0,1,1,0,0,False
566162.0,20160801,20160901,1200,1700,1,0,0,1,0,1,1,0,0,False
570131.0,20160801,20160901,1300,1700,1,0,0,1,0,1,1,0,0,False
574100.0,20160801,20160901,1400,1700,1,0,0,1,0,1,1,0,0,False
578069.0,20160801,20160901,1500,1700,1,0,0,1,0,1,1,0,0,False
582038.0,20160801,20160901,1600,1700,1,0,0,1,0,1,1,0,0,False
586007.0,20160801,20160901,1700,1700,1,0,0,1,0,1,1,0,0,False
588726.0,20160801,20160901,1000,1800,1,0,0,1,0,1,1,0,0,False
592695.0,20160801,20160901,1100,1800,1,0,0,1,0,1,1,0,0,False
596664.0,20160801,20160901,1200,1800,1,0,0,1,0,1,1,0,0,False
600633.0,20160801,20160901,1300,1800,1,0,0,1,0,1,1,0,0,False
604602.0,20160801,20160901,1400,1800,1,0,0,1,0,1,1,0,0,False
608571.0,20160801,20160901,1500,1800,1,0,0,1,0,1,1,0,0,False
612540.0,20160801,20160901,1600,1800,1,0,0,1,0,1,1,0,0,False
616509.0,20160801,20160901,1700,1800,1,0,0,1,0,1,1,0,0,False
620478.0,20160801,20160901,1800,1800,1,0,0,1,0,1,1,0,0,False
619228.0,20160801,20160901,1000,1900,1,0,0,1,0,1,1,0,0,False
623197.0,20160801,20160901,1100,1900,1,0,0,1,0,1,1,0,0,False
627166.0,20160801,20160901,1200,1900,1,0,0,1,0,1,1,0,0,False
631135.0,20160801,20160901,1300,1900,1,0,0,1,0,1,1,0,0,False
635104.0,20160801,20160901,1400,1900,1,0,0,1,0,1,1,0,0,False
639073.0,20160801,20160901,1500,1900,1,0,0,1,0,1,1,0,0,False
643042.0,20160801,20160901,1600,1900,1,0,0,1,0,1,1,0,0,False
647011.0,20160801,20160901,1700,1900,1,0,0,1,0,1,1,0,0,False
650980.0,20160801,20160901,1800,1900,1,0,0,1,0,1,1,0,0,False
654949.0,20160801,20160901,1900,1900,1,0,0,1,0,1,1,0,0,False
649730.0,20160801,20160901,1000,2000,1,0,0,1,0,1,1,0,0,False
653699.0,20160801,20160901,1100,2000,1,0,0,1,0,1,1,0,0,False
657668.0,20160801,20160901,1200,2000,1,0,0,1,0,1,1,0,0,False
661637.0,20160801,20160901,1300,2000,1,0,0,1,0,1,1,0,0,False
665606.0,20160801,20160901,1400,2000,1,0,0,1,0,1,1,0,0,False
669575.0,20160801,20160901,1500,2000,1,0,0,1,0,1,1,0,0,False
673544.0,20160801,20160901,1600,2000,1,0,0,1,0,1,1,0,0,False
677513.0,20160801,20160901,1700,2000,1,0,0,1,0,1,1,0,0,False
681482.0,20160801,20160901,1800,2000,1,0,0,1,0,1,1,0,0,False
685451.0,20160801,20160901,1900,2000,1,0,0,1,0,1,1,0,0,False
689420.0,20160801,20160901,2000,2000,1,0,0,1,0,1,1,0,0,False
296870.0,20160901,20161001,1000,1000,1,0,0,1,0,1,1,0,0,False
321515.0,20160901,20161001,1000,1100,1,0,0,1,0,1,1,0,0,False
326557.0,20160901,20161001,1100,1100,1,0,0,1,0,1,1,0,0,False
346160.0,20160901,20161001,1000,1200,1,0,0,1,0,1,1,0,0,False
351202.0,20160901,20161001,1100,1200,1,0,0,1,0,1,1,0,0,False
356244.0,20160901,20161001,1200,1200,1,0,0,1,0,1,1,0,0,False
370805.0,20160901,20161001,1000,1300,1,0,0,1,0,1,1,0,0,False
375847.0,20160901,20161001,1100,1300,1,0,0,1,0,1,1,0,0,False
380889.0,20160901,20161001,1200,1300,1,0,0,1,0,1,1,0,0,False
385931.0,20160901,20161001,1300,1300,1,0,0,1,0,1,1,0,0,False
395450.0,20160901,20161001,1000,1400,1,0,0,1,0,1,1,0,0,False
400492.0,20160901,20161001,1100,1400,1,0,0,1,0,1,1,0,0,False
405534.0,20160901,20161001,1200,1400,1,0,0,1,0,1,1,0,0,False
410576.0,20160901,20161001,1300,1400,1,0,0,1,0,1,1,0,0,False
415618.0,20160901,20161001,1400,1400,1,0,0,1,0,1,1,0,0,False
420095.0,20160901,20161001,1000,1500,1,0,0,1,0,1,1,0,0,False
425137.0,20160901,20161001,1100,1500,1,0,0,1,0,1,1,0,0,False
430179.0,20160901,20161001,1200,1500,1,0,0,1,0,1,1,0,0,False
435221.0,20160901,20161001,1300,1500,1,0,0,1,0,1,1,0,0,False
440263.0,20160901,20161001,1400,1500,1,0,0,1,0,1,1,0,0,False
445305.0,20160901,20161001,1500,1500,1,0,0,1,0,1,1,0,0,False
444740.0,20160901,20161001,1000,1600,1,0,0,1,0,1,1,0,0,False
449782.0,20160901,20161001,1100,1600,1,0,0,1,0,1,1,0,0,False
454824.0,20160901,20161001,1200,1600,1,0,0,1,0,1,1,0,0,False
459866.0,20160901,20161001,1300,1600,1,0,0,1,0,1,1,0,0,False
464908.0,20160901,20161001,1400,1600,1,0,0,1,0,1,1,0,0,False
469950.0,20160901,20161001,1500,1600,1,0,0,1,0,1,1,0,0,False
474992.0,20160901,20161001,1600,1600,1,0,0,1,0,1,1,0,0,False
469385.0,20160901,20161001,1000,1700,1,0,0,1,0,1,1,0,0,False
474427.0,20160901,20161001,1100,1700,1,0,0,1,0,1,1,0,0,False
479469.0,20160901,20161001,1200,1700,1,0,0,1,0,1,1,0,0,False
484511.0,20160901,20161001,1300,1700,1,0,0,1,0,1,1,0,0,False
489553.0,20160901,20161001,1400,1700,1,0,0,1,0,1,1,0,0,False
494595.0,20160901,20161001,1500,1700,1,0,0,1,0,1,1,0,0,False
499637.0,20160901,20161001,1600,1700,1,0,0,1,0,1,1,0,0,False
504679.0,20160901,20161001,1700,1700,1,0,0,1,0,1,1,0,0,False
494030.0,20160901,20161001,1000,1800,1,0,0,1,0,1,1,0,0,False
499072.0,20160901,20161001,1100,1800,1,0,0,1,0,1,1,0,0,False
504114.0,20160901,20161001,1200,1800,1,0,0,1,0,1,1,0,0,False
509156.0,20160901,20161001,1300,1800,1,0,0,1,0,1,1,0,0,False
514198.0,20160901,20161001,1400,1800,1,0,0,1,0,1,1,0,0,False
519240.0,20160901,20161001,1500,1800,1,0,0,1,0,1,1,0,0,False
524282.0,20160901,20161001,1600,1800,1,0,0,1,0,1,1,0,0,False
529324.0,20160901,20161001,1700,1800,1,0,0,1,0,1,1,0,0,False
534366.0,20160901,20161001,1800,1800,1,0,0,1,0,1,1,0,0,False
518675.0,20160901,20161001,1000,1900,1,0,0,1,0,1,1,0,0,False
523717.0,20160901,20161001,1100,1900,1,0,0,1,0,1,1,0,0,False
528759.0,20160901,20161001,1200,1900,1,0,0,1,0,1,1,0,0,False
533801.0,20160901,20161001,1300,1900,1,0,0,1,0,1,1,0,0,False
538843.0,20160901,20161001,1400,1900,1,0,0,1,0,1,1,0,0,False
543885.0,20160901,20161001,1500,1900,1,0,0,1,0,1,1,0,0,False
548927.0,20160901,20161001,1600,1900,1,0,0,1,0,1,1,0,0,False
553969.0,20160901,20161001,1700,1900,1,0,0,1,0,1,1,0,0,False
559011.0,20160901,20161001,1800,1900,1,0,0,1,0,1,1,0,0,False
564053.0,20160901,20161001,1900,1900,1,0,0,1,0,1,1,0,0,False
543320.0,20160901,20161001,1000,2000,1,0,0,1,0,1,1,0,0,False
548362.0,20160901,20161001,1100,2000,1,0,0,1,0,1,1,0,0,False
553404.0,20160901,20161001,1200,2000,1,0,0,1,0,1,1,0,0,False
558446.0,20160901,20161001,1300,2000,1,0,0,1,0,1,1,0,0,False
563488.0,20160901,20161001,1400,2000,1,0,0,1,0,1,1,0,0,False
568530.0,20160901,20161001,1500,2000,1,0,0,1,0,1,1,0,0,False
573572.0,20160901,20161001,1600,2000,1,0,0,1,0,1,1,0,0,False
578614.0,20160901,20161001,1700,2000,1,0,0,1,0,1,1,0,0,False
583656.0,20160901,20161001,1800,2000,1,0,0,1,0,1,1,0,0,False
588698.0,20160901,20161001,1900,2000,1,0,0,1,0,1,1,0,0,False
593740.0,20160901,20161001,2000,2000,1,0,0,1,0,1,1,0,0,False
191700.0,20161001,20161101,1000,1000,1,0,0,1,0,1,1,0,0,False
206610.0,20161001,20161101,1000,1100,1,0,0,1,0,1,1,0,0,False
210870.0,20161001,20161101,1100,1100,1,0,0,1,0,1,1,0,0,False
221520.0,20161001,20161101,1000,1200,1,0,0,1,0,1,1,0,0,False
225780.0,20161001,20161101,1100,1200,1,0,0,1,0,1,1,0,0,False
230040.0,20161001,20161101,1200,1200,1,0,0,1,0,1,1,0,0,False
236430.0,20161001,20161101,1000,1300,1,0,0,1,0,1,1,0,0,False
240690.0,20161001,20161101,1100,1300,1,0,0,1,0,1,1,0,0,False
244950.0,20161001,20161101,1200,1300,1,0,0,1,0,1,1,0,0,False
249210.0,20161001,20161101,1300,1300,1,0,0,1,0,1,1,0,0,False
251340.0,20161001,20161101,1000,1400,1,0,0,1,0,1,1,0,0,False
255600.0,20161001,20161101,1100,1400,1,0,0,1,0,1,1,0,0,False
259860.0,20161001,20161101,1200,1400,1,0,0,1,0,1,1,0,0,False
264120.0,20161001,20161101,1300,1400,1,0,0,1,0,1,1,0,0,False
268380.0,20161001,20161101,1400,1400,1,0,0,1,0,1,1,0,0,False
